store_id,sku_id,system_stock,physical_stock,stockout,stock_variance,inventory_accuracy_pct
ST022,SKU0152,41,45,No,4,100.0
ST088,SKU0144,27,14,No,-13,51.9
ST086,SKU0473,35,29,No,-6,82.9
ST065,SKU0046,36,38,No,2,100.0
ST058,SKU0374,24,36,No,12,100.0
ST069,SKU0256,38,42,No,4,100.0
ST037,SKU0290,33,26,No,-7,78.8
ST007,SKU0378,43,41,No,-2,95.3
ST007,SKU0294,37,50,No,13,100.0
ST082,SKU0148,34,44,No,10,100.0
ST081,SKU0219,29,13,No,-16,44.8
ST065,SKU0351,33,23,No,-10,69.7
ST086,SKU0299,26,8,No,-18,30.8
ST081,SKU0339,38,37,No,-1,97.4
ST045,SKU0320,36,35,No,-1,97.2
ST096,SKU0234,30,35,No,5,100.0
ST053,SKU0044,42,43,No,1,100.0
ST058,SKU0214,42,57,No,15,100.0
ST032,SKU0120,40,57,No,17,100.0
ST071,SKU0425,31,39,No,8,100.0
ST005,SKU0327,26,24,No,-2,92.3
ST018,SKU0243,28,28,No,0,100.0
ST008,SKU0247,27,37,No,10,100.0
ST055,SKU0391,38,24,No,-14,63.2
ST084,SKU0218,37,23,No,-14,62.2
ST094,SKU0337,32,19,No,-13,59.4
ST031,SKU0487,37,51,No,14,100.0
ST091,SKU0189,38,34,No,-4,89.5
ST058,SKU0280,35,36,No,1,100.0
ST067,SKU0004,34,33,No,-1,97.1
ST078,SKU0312,40,51,No,11,100.0
ST092,SKU0484,34,33,No,-1,97.1
ST057,SKU0287,40,26,No,-14,65.0
ST066,SKU0409,35,25,No,-10,71.4
ST087,SKU0190,27,31,No,4,100.0
ST023,SKU0296,44,49,No,5,100.0
ST032,SKU0106,39,37,No,-2,94.9
ST004,SKU0060,33,44,No,11,100.0
ST052,SKU0044,35,32,No,-3,91.4
ST005,SKU0093,42,40,No,-2,95.2
ST036,SKU0371,48,64,No,16,100.0
ST019,SKU0184,36,36,No,0,100.0
ST009,SKU0370,28,29,No,1,100.0
ST025,SKU0058,30,32,No,2,100.0
ST093,SKU0312,31,32,No,1,100.0
ST022,SKU0384,37,21,No,-16,56.8
ST088,SKU0089,31,29,No,-2,93.5
ST019,SKU0092,35,30,No,-5,85.7
ST041,SKU0370,35,29,No,-6,82.9
ST096,SKU0298,24,24,No,0,100.0
ST026,SKU0356,37,53,No,16,100.0
ST029,SKU0021,40,28,No,-12,70.0
ST019,SKU0268,31,26,No,-5,83.9
ST016,SKU0414,32,31,No,-1,96.9
ST099,SKU0342,35,52,No,17,100.0
ST070,SKU0147,43,47,No,4,100.0
ST066,SKU0250,31,30,No,-1,96.8
ST088,SKU0267,39,46,No,7,100.0
ST054,SKU0055,34,36,No,2,100.0
ST061,SKU0220,26,24,No,-2,92.3
ST006,SKU0190,31,33,No,2,100.0
ST068,SKU0453,32,38,No,6,100.0
ST091,SKU0077,37,50,No,13,100.0
ST044,SKU0221,31,48,No,17,100.0
ST035,SKU0326,43,27,No,-16,62.8
ST034,SKU0306,49,31,No,-18,63.3
ST066,SKU0322,33,28,No,-5,84.8
ST076,SKU0093,34,30,No,-4,88.2
ST020,SKU0097,35,21,No,-14,60.0
ST011,SKU0490,29,33,No,4,100.0
ST093,SKU0203,41,30,No,-11,73.2
ST057,SKU0459,42,45,No,3,100.0
ST024,SKU0081,31,44,No,13,100.0
ST022,SKU0191,36,42,No,6,100.0
ST098,SKU0274,32,44,No,12,100.0
ST065,SKU0416,45,46,No,1,100.0
ST053,SKU0139,27,32,No,5,100.0
ST097,SKU0140,31,35,No,4,100.0
ST038,SKU0133,34,41,No,7,100.0
ST086,SKU0074,36,42,No,6,100.0
ST095,SKU0446,41,41,No,0,100.0
ST060,SKU0272,30,37,No,7,100.0
ST092,SKU0246,30,30,No,0,100.0
ST007,SKU0151,25,23,No,-2,92.0
ST052,SKU0140,33,17,No,-16,51.5
ST006,SKU0374,47,49,No,2,100.0
ST026,SKU0136,35,38,No,3,100.0
ST059,SKU0489,36,43,No,7,100.0
ST094,SKU0220,35,37,No,2,100.0
ST005,SKU0427,37,42,No,5,100.0
ST098,SKU0352,32,34,No,2,100.0
ST013,SKU0186,49,42,No,-7,85.7
ST100,SKU0106,39,50,No,11,100.0
ST044,SKU0477,37,19,No,-18,51.4
ST071,SKU0131,28,16,No,-12,57.1
ST088,SKU0007,26,32,No,6,100.0
ST023,SKU0143,43,25,No,-18,58.1
ST037,SKU0128,31,44,No,13,100.0
ST049,SKU0454,42,26,No,-16,61.9
ST090,SKU0394,33,17,No,-16,51.5
ST085,SKU0260,30,45,No,15,100.0
ST062,SKU0019,41,43,No,2,100.0
ST092,SKU0463,26,33,No,7,100.0
ST008,SKU0162,32,23,No,-9,71.9
ST081,SKU0433,42,42,No,0,100.0
ST038,SKU0351,35,46,No,11,100.0
ST061,SKU0390,40,32,No,-8,80.0
ST045,SKU0441,31,27,No,-4,87.1
ST086,SKU0083,34,32,No,-2,94.1
ST037,SKU0036,31,29,No,-2,93.5
ST061,SKU0233,37,53,No,16,100.0
ST048,SKU0345,28,42,No,14,100.0
ST055,SKU0357,31,28,No,-3,90.3
ST060,SKU0499,25,40,No,15,100.0
ST023,SKU0258,27,41,No,14,100.0
ST040,SKU0032,37,45,No,8,100.0
ST020,SKU0196,40,51,No,11,100.0
ST031,SKU0237,36,21,No,-15,58.3
ST010,SKU0029,34,17,No,-17,50.0
ST067,SKU0288,38,27,No,-11,71.1
ST071,SKU0026,36,36,No,0,100.0
ST067,SKU0018,40,57,No,17,100.0
ST039,SKU0489,35,30,No,-5,85.7
ST009,SKU0170,33,40,No,7,100.0
ST066,SKU0023,29,20,No,-9,69.0
ST012,SKU0160,41,56,No,15,100.0
ST086,SKU0428,32,38,No,6,100.0
ST029,SKU0276,33,35,No,2,100.0
ST010,SKU0432,33,31,No,-2,93.9
ST075,SKU0020,31,28,No,-3,90.3
ST039,SKU0075,41,44,No,3,100.0
ST060,SKU0255,38,35,No,-3,92.1
ST003,SKU0112,34,35,No,1,100.0
ST033,SKU0171,35,24,No,-11,68.6
ST064,SKU0040,44,43,No,-1,97.7
ST069,SKU0089,32,33,No,1,100.0
ST078,SKU0184,36,43,No,7,100.0
ST050,SKU0185,36,33,No,-3,91.7
ST016,SKU0065,37,31,No,-6,83.8
ST082,SKU0072,32,19,No,-13,59.4
ST096,SKU0197,33,29,No,-4,87.9
ST054,SKU0218,30,15,No,-15,50.0
ST087,SKU0403,39,55,No,16,100.0
ST075,SKU0392,31,24,No,-7,77.4
ST043,SKU0133,40,46,No,6,100.0
ST031,SKU0473,34,38,No,4,100.0
ST055,SKU0416,39,36,No,-3,92.3
ST096,SKU0172,34,50,No,16,100.0
ST078,SKU0282,34,36,No,2,100.0
ST046,SKU0403,37,51,No,14,100.0
ST034,SKU0024,35,32,No,-3,91.4
ST008,SKU0167,41,52,No,11,100.0
ST060,SKU0327,43,55,No,12,100.0
ST092,SKU0070,41,31,No,-10,75.6
ST020,SKU0276,38,33,No,-5,86.8
ST029,SKU0389,41,37,No,-4,90.2
ST058,SKU0435,22,25,No,3,100.0
ST007,SKU0343,41,50,No,9,100.0
ST010,SKU0340,41,29,No,-12,70.7
ST081,SKU0151,37,52,No,15,100.0
ST023,SKU0320,44,52,No,8,100.0
ST019,SKU0079,38,27,No,-11,71.1
ST009,SKU0192,61,64,No,3,100.0
ST020,SKU0364,41,55,No,14,100.0
ST064,SKU0097,41,30,No,-11,73.2
ST062,SKU0437,51,36,No,-15,70.6
ST069,SKU0016,36,41,No,5,100.0
ST033,SKU0162,35,18,No,-17,51.4
ST016,SKU0112,40,46,No,6,100.0
ST093,SKU0230,36,50,No,14,100.0
ST064,SKU0323,28,21,No,-7,75.0
ST023,SKU0166,36,28,No,-8,77.8
ST085,SKU0358,36,46,No,10,100.0
ST016,SKU0381,33,30,No,-3,90.9
ST035,SKU0026,35,33,No,-2,94.3
ST025,SKU0183,41,26,No,-15,63.4
ST090,SKU0320,42,29,No,-13,69.0
ST022,SKU0146,38,48,No,10,100.0
ST004,SKU0490,32,36,No,4,100.0
ST063,SKU0198,40,45,No,5,100.0
ST032,SKU0202,46,64,No,18,100.0
ST013,SKU0478,42,48,No,6,100.0
ST100,SKU0115,46,63,No,17,100.0
ST047,SKU0389,34,35,No,1,100.0
ST009,SKU0236,30,29,No,-1,96.7
ST039,SKU0242,42,45,No,3,100.0
ST086,SKU0474,31,43,No,12,100.0
ST021,SKU0051,34,29,No,-5,85.3
ST045,SKU0236,26,8,No,-18,30.8
ST072,SKU0050,29,47,No,18,100.0
ST029,SKU0138,34,35,No,1,100.0
ST066,SKU0324,43,32,No,-11,74.4
ST016,SKU0375,36,48,No,12,100.0
ST048,SKU0290,40,40,No,0,100.0
ST045,SKU0340,37,23,No,-14,62.2
ST094,SKU0209,30,31,No,1,100.0
ST084,SKU0260,30,26,No,-4,86.7
ST089,SKU0279,40,49,No,9,100.0
ST089,SKU0120,42,54,No,12,100.0
ST069,SKU0408,38,23,No,-15,60.5
ST011,SKU0151,37,37,No,0,100.0
ST052,SKU0334,35,40,No,5,100.0
ST069,SKU0158,42,47,No,5,100.0
ST081,SKU0366,50,49,No,-1,98.0
ST066,SKU0124,38,46,No,8,100.0
ST037,SKU0132,35,22,No,-13,62.9
ST053,SKU0017,35,52,No,17,100.0
ST075,SKU0205,43,61,No,18,100.0
ST037,SKU0008,28,26,No,-2,92.9
ST013,SKU0168,24,23,No,-1,95.8
ST040,SKU0103,41,33,No,-8,80.5
ST007,SKU0332,33,32,No,-1,97.0
ST039,SKU0181,33,27,No,-6,81.8
ST060,SKU0280,37,32,No,-5,86.5
ST068,SKU0066,35,35,No,0,100.0
ST007,SKU0316,38,37,No,-1,97.4
ST014,SKU0453,36,42,No,6,100.0
ST047,SKU0293,29,35,No,6,100.0
ST038,SKU0333,32,31,No,-1,96.9
ST046,SKU0124,28,30,No,2,100.0
ST028,SKU0157,33,35,No,2,100.0
ST005,SKU0049,39,44,No,5,100.0
ST052,SKU0285,36,27,No,-9,75.0
ST015,SKU0307,32,35,No,3,100.0
ST058,SKU0278,30,36,No,6,100.0
ST057,SKU0318,39,40,No,1,100.0
ST047,SKU0017,30,32,No,2,100.0
ST071,SKU0233,45,52,No,7,100.0
ST014,SKU0327,34,41,No,7,100.0
ST051,SKU0086,24,18,No,-6,75.0
ST100,SKU0334,35,52,No,17,100.0
ST022,SKU0153,34,26,No,-8,76.5
ST017,SKU0443,44,46,No,2,100.0
ST063,SKU0294,39,49,No,10,100.0
ST068,SKU0321,37,43,No,6,100.0
ST069,SKU0056,35,49,No,14,100.0
ST010,SKU0098,29,31,No,2,100.0
ST031,SKU0435,26,34,No,8,100.0
ST060,SKU0352,37,44,No,7,100.0
ST087,SKU0446,43,38,No,-5,88.4
ST040,SKU0386,35,33,No,-2,94.3
ST028,SKU0302,36,49,No,13,100.0
ST045,SKU0461,45,51,No,6,100.0
ST048,SKU0253,40,46,No,6,100.0
ST025,SKU0017,32,27,No,-5,84.4
ST057,SKU0110,35,50,No,15,100.0
ST055,SKU0468,39,31,No,-8,79.5
ST065,SKU0364,29,36,No,7,100.0
ST098,SKU0327,32,45,No,13,100.0
ST015,SKU0304,36,42,No,6,100.0
ST052,SKU0170,43,53,No,10,100.0
ST058,SKU0272,46,30,No,-16,65.2
ST015,SKU0097,39,36,No,-3,92.3
ST014,SKU0112,32,19,No,-13,59.4
ST010,SKU0207,31,36,No,5,100.0
ST080,SKU0373,29,25,No,-4,86.2
ST095,SKU0213,33,47,No,14,100.0
ST098,SKU0224,44,56,No,12,100.0
ST025,SKU0471,32,14,No,-18,43.8
ST001,SKU0175,46,40,No,-6,87.0
ST022,SKU0359,27,19,No,-8,70.4
ST099,SKU0083,44,35,No,-9,79.5
ST039,SKU0462,31,37,No,6,100.0
ST062,SKU0013,24,34,No,10,100.0
ST050,SKU0228,35,42,No,7,100.0
ST059,SKU0001,40,54,No,14,100.0
ST078,SKU0037,45,36,No,-9,80.0
ST080,SKU0448,30,43,No,13,100.0
ST040,SKU0015,17,15,No,-2,88.2
ST031,SKU0369,37,27,No,-10,73.0
ST046,SKU0058,35,41,No,6,100.0
ST099,SKU0454,44,56,No,12,100.0
ST004,SKU0489,35,39,No,4,100.0
ST077,SKU0467,40,42,No,2,100.0
ST020,SKU0409,30,17,No,-13,56.7
ST026,SKU0376,40,50,No,10,100.0
ST001,SKU0118,34,52,No,18,100.0
ST034,SKU0301,37,31,No,-6,83.8
ST018,SKU0207,37,38,No,1,100.0
ST081,SKU0387,42,54,No,12,100.0
ST027,SKU0314,42,47,No,5,100.0
ST032,SKU0096,30,29,No,-1,96.7
ST009,SKU0152,41,50,No,9,100.0
ST083,SKU0077,44,53,No,9,100.0
ST093,SKU0249,40,29,No,-11,72.5
ST031,SKU0014,33,31,No,-2,93.9
ST028,SKU0466,17,22,No,5,100.0
ST031,SKU0438,41,42,No,1,100.0
ST019,SKU0053,31,22,No,-9,71.0
ST065,SKU0026,40,41,No,1,100.0
ST029,SKU0419,36,26,No,-10,72.2
ST006,SKU0099,39,38,No,-1,97.4
ST085,SKU0281,31,29,No,-2,93.5
ST048,SKU0490,33,16,No,-17,48.5
ST057,SKU0074,42,34,No,-8,81.0
ST030,SKU0239,28,26,No,-2,92.9
ST096,SKU0313,37,46,No,9,100.0
ST002,SKU0173,33,35,No,2,100.0
ST045,SKU0321,41,41,No,0,100.0
ST037,SKU0460,39,40,No,1,100.0
ST031,SKU0423,40,57,No,17,100.0
ST078,SKU0292,31,16,No,-15,51.6
ST077,SKU0481,26,25,No,-1,96.2
ST022,SKU0127,32,24,No,-8,75.0
ST065,SKU0066,28,26,No,-2,92.9
ST055,SKU0201,28,44,No,16,100.0
ST040,SKU0228,34,52,No,18,100.0
ST018,SKU0355,31,30,No,-1,96.8
ST010,SKU0159,32,29,No,-3,90.6
ST052,SKU0196,30,31,No,1,100.0
ST010,SKU0361,42,35,No,-7,83.3
ST092,SKU0477,38,55,No,17,100.0
ST017,SKU0401,44,35,No,-9,79.5
ST097,SKU0014,19,35,No,16,100.0
ST089,SKU0075,36,41,No,5,100.0
ST050,SKU0307,29,46,No,17,100.0
ST063,SKU0031,35,30,No,-5,85.7
ST046,SKU0498,27,39,No,12,100.0
ST074,SKU0355,39,42,No,3,100.0
ST049,SKU0453,42,39,No,-3,92.9
ST003,SKU0369,31,33,No,2,100.0
ST084,SKU0462,31,44,No,13,100.0
ST049,SKU0325,23,7,No,-16,30.4
ST062,SKU0125,41,34,No,-7,82.9
ST023,SKU0382,27,18,No,-9,66.7
ST038,SKU0008,29,21,No,-8,72.4
ST062,SKU0335,39,24,No,-15,61.5
ST007,SKU0002,40,58,No,18,100.0
ST085,SKU0428,38,56,No,18,100.0
ST064,SKU0285,30,37,No,7,100.0
ST010,SKU0218,36,37,No,1,100.0
ST071,SKU0149,28,42,No,14,100.0
ST046,SKU0144,39,30,No,-9,76.9
ST045,SKU0121,33,37,No,4,100.0
ST026,SKU0322,36,38,No,2,100.0
ST003,SKU0275,35,23,No,-12,65.7
ST058,SKU0443,30,12,No,-18,40.0
ST061,SKU0349,40,27,No,-13,67.5
ST034,SKU0304,36,50,No,14,100.0
ST053,SKU0370,34,17,No,-17,50.0
ST094,SKU0334,40,43,No,3,100.0
ST074,SKU0410,35,27,No,-8,77.1
ST076,SKU0291,40,53,No,13,100.0
ST002,SKU0415,34,50,No,16,100.0
ST057,SKU0451,35,45,No,10,100.0
ST079,SKU0387,27,21,No,-6,77.8
ST024,SKU0382,45,59,No,14,100.0
ST064,SKU0068,40,33,No,-7,82.5
ST078,SKU0274,27,30,No,3,100.0
ST063,SKU0335,41,39,No,-2,95.1
ST079,SKU0178,42,57,No,15,100.0
ST044,SKU0058,34,39,No,5,100.0
ST015,SKU0055,35,33,No,-2,94.3
ST032,SKU0446,41,31,No,-10,75.6
ST053,SKU0002,37,33,No,-4,89.2
ST022,SKU0066,33,51,No,18,100.0
ST032,SKU0338,39,33,No,-6,84.6
ST013,SKU0066,47,40,No,-7,85.1
ST091,SKU0352,36,36,No,0,100.0
ST004,SKU0370,32,36,No,4,100.0
ST098,SKU0419,39,54,No,15,100.0
ST056,SKU0055,32,43,No,11,100.0
ST068,SKU0471,28,42,No,14,100.0
ST026,SKU0075,47,50,No,3,100.0
ST060,SKU0177,33,35,No,2,100.0
ST025,SKU0135,47,50,No,3,100.0
ST026,SKU0497,29,24,No,-5,82.8
ST018,SKU0252,19,32,No,13,100.0
ST098,SKU0443,37,35,No,-2,94.6
ST004,SKU0479,34,29,No,-5,85.3
ST062,SKU0264,38,38,No,0,100.0
ST057,SKU0291,36,53,No,17,100.0
ST072,SKU0072,38,38,No,0,100.0
ST056,SKU0181,38,25,No,-13,65.8
ST076,SKU0343,28,36,No,8,100.0
ST033,SKU0007,29,25,No,-4,86.2
ST024,SKU0460,36,34,No,-2,94.4
ST054,SKU0149,40,43,No,3,100.0
ST084,SKU0007,29,13,No,-16,44.8
ST066,SKU0181,37,20,No,-17,54.1
ST003,SKU0288,31,36,No,5,100.0
ST060,SKU0333,38,44,No,6,100.0
ST052,SKU0361,29,23,No,-6,79.3
ST053,SKU0338,32,48,No,16,100.0
ST080,SKU0288,40,47,No,7,100.0
ST085,SKU0315,47,52,No,5,100.0
ST003,SKU0136,38,45,No,7,100.0
ST012,SKU0192,29,27,No,-2,93.1
ST091,SKU0147,30,42,No,12,100.0
ST045,SKU0241,38,39,No,1,100.0
ST055,SKU0346,35,44,No,9,100.0
ST026,SKU0267,34,32,No,-2,94.1
ST015,SKU0223,39,26,No,-13,66.7
ST022,SKU0004,31,23,No,-8,74.2
ST060,SKU0413,30,29,No,-1,96.7
ST052,SKU0414,39,42,No,3,100.0
ST082,SKU0438,36,45,No,9,100.0
ST093,SKU0123,34,28,No,-6,82.4
ST099,SKU0108,40,31,No,-9,77.5
ST075,SKU0223,35,22,No,-13,62.9
ST067,SKU0378,43,60,No,17,100.0
ST005,SKU0053,27,18,No,-9,66.7
ST092,SKU0313,34,21,No,-13,61.8
ST051,SKU0427,33,27,No,-6,81.8
ST019,SKU0112,40,54,No,14,100.0
ST078,SKU0431,41,25,No,-16,61.0
ST066,SKU0394,39,42,No,3,100.0
ST061,SKU0208,32,31,No,-1,96.9
ST041,SKU0197,29,42,No,13,100.0
ST026,SKU0026,36,38,No,2,100.0
ST078,SKU0122,34,27,No,-7,79.4
ST085,SKU0251,38,38,No,0,100.0
ST053,SKU0407,38,48,No,10,100.0
ST099,SKU0220,29,30,No,1,100.0
ST007,SKU0191,30,23,No,-7,76.7
ST014,SKU0076,27,15,No,-12,55.6
ST089,SKU0094,27,17,No,-10,63.0
ST022,SKU0422,37,40,No,3,100.0
ST048,SKU0277,36,37,No,1,100.0
ST029,SKU0448,36,44,No,8,100.0
ST061,SKU0417,31,19,No,-12,61.3
ST022,SKU0233,38,20,No,-18,52.6
ST005,SKU0181,39,41,No,2,100.0
ST059,SKU0252,42,35,No,-7,83.3
ST063,SKU0152,33,21,No,-12,63.6
ST054,SKU0203,39,40,No,1,100.0
ST046,SKU0314,36,22,No,-14,61.1
ST054,SKU0004,41,43,No,2,100.0
ST019,SKU0343,40,43,No,3,100.0
ST048,SKU0004,37,44,No,7,100.0
ST012,SKU0294,36,34,No,-2,94.4
ST009,SKU0454,41,35,No,-6,85.4
ST074,SKU0378,41,36,No,-5,87.8
ST094,SKU0154,33,16,No,-17,48.5
ST001,SKU0340,43,26,No,-17,60.5
ST007,SKU0357,30,33,No,3,100.0
ST034,SKU0224,29,18,No,-11,62.1
ST097,SKU0016,36,19,No,-17,52.8
ST065,SKU0140,36,34,No,-2,94.4
ST091,SKU0318,31,38,No,7,100.0
ST083,SKU0156,33,45,No,12,100.0
ST094,SKU0471,49,64,No,15,100.0
ST062,SKU0290,31,27,No,-4,87.1
ST071,SKU0378,41,29,No,-12,70.7
ST002,SKU0141,26,25,No,-1,96.2
ST100,SKU0109,37,27,No,-10,73.0
ST049,SKU0427,32,21,No,-11,65.6
ST029,SKU0240,33,26,No,-7,78.8
ST028,SKU0457,37,46,No,9,100.0
ST091,SKU0014,34,28,No,-6,82.4
ST093,SKU0158,28,30,No,2,100.0
ST058,SKU0369,45,45,No,0,100.0
ST040,SKU0166,41,51,No,10,100.0
ST085,SKU0436,39,21,No,-18,53.8
ST087,SKU0493,38,44,No,6,100.0
ST015,SKU0469,35,37,No,2,100.0
ST025,SKU0409,33,48,No,15,100.0
ST031,SKU0239,30,43,No,13,100.0
ST073,SKU0104,25,23,No,-2,92.0
ST063,SKU0337,34,16,No,-18,47.1
ST077,SKU0173,37,36,No,-1,97.3
ST055,SKU0388,43,45,No,2,100.0
ST029,SKU0458,33,16,No,-17,48.5
ST018,SKU0086,36,35,No,-1,97.2
ST055,SKU0480,26,39,No,13,100.0
ST081,SKU0402,37,33,No,-4,89.2
ST073,SKU0210,36,36,No,0,100.0
ST032,SKU0005,27,15,No,-12,55.6
ST067,SKU0307,36,38,No,2,100.0
ST036,SKU0010,30,45,No,15,100.0
ST024,SKU0258,37,28,No,-9,75.7
ST066,SKU0469,40,27,No,-13,67.5
ST037,SKU0034,43,59,No,16,100.0
ST092,SKU0173,34,25,No,-9,73.5
ST038,SKU0245,38,33,No,-5,86.8
ST060,SKU0059,30,31,No,1,100.0
ST020,SKU0263,37,32,No,-5,86.5
ST067,SKU0285,32,32,No,0,100.0
ST058,SKU0100,31,49,No,18,100.0
ST058,SKU0225,35,32,No,-3,91.4
ST033,SKU0422,40,41,No,1,100.0
ST063,SKU0085,28,21,No,-7,75.0
ST025,SKU0191,41,40,No,-1,97.6
ST010,SKU0291,35,44,No,9,100.0
ST067,SKU0317,34,29,No,-5,85.3
ST099,SKU0374,33,28,No,-5,84.8
ST089,SKU0108,31,31,No,0,100.0
ST002,SKU0295,42,42,No,0,100.0
ST022,SKU0019,34,37,No,3,100.0
ST032,SKU0125,38,42,No,4,100.0
ST006,SKU0187,38,41,No,3,100.0
ST013,SKU0304,32,15,No,-17,46.9
ST037,SKU0286,33,33,No,0,100.0
ST039,SKU0049,29,45,No,16,100.0
ST036,SKU0281,30,27,No,-3,90.0
ST065,SKU0410,28,27,No,-1,96.4
ST098,SKU0177,34,23,No,-11,67.6
ST036,SKU0090,30,13,No,-17,43.3
ST075,SKU0287,35,44,No,9,100.0
ST044,SKU0005,36,42,No,6,100.0
ST006,SKU0261,26,41,No,15,100.0
ST049,SKU0437,27,19,No,-8,70.4
ST068,SKU0478,38,38,No,0,100.0
ST018,SKU0280,28,28,No,0,100.0
ST005,SKU0111,22,20,No,-2,90.9
ST031,SKU0132,40,53,No,13,100.0
ST058,SKU0500,39,37,No,-2,94.9
ST087,SKU0231,33,24,No,-9,72.7
ST002,SKU0004,32,34,No,2,100.0
ST013,SKU0317,39,47,No,8,100.0
ST052,SKU0320,39,42,No,3,100.0
ST023,SKU0290,48,42,No,-6,87.5
ST088,SKU0262,38,33,No,-5,86.8
ST082,SKU0242,32,32,No,0,100.0
ST008,SKU0016,35,31,No,-4,88.6
ST044,SKU0105,37,46,No,9,100.0
ST053,SKU0129,33,30,No,-3,90.9
ST045,SKU0370,41,39,No,-2,95.1
ST047,SKU0298,29,28,No,-1,96.6
ST096,SKU0314,32,33,No,1,100.0
ST099,SKU0255,29,19,No,-10,65.5
ST024,SKU0351,29,39,No,10,100.0
ST062,SKU0064,41,48,No,7,100.0
ST005,SKU0371,30,24,No,-6,80.0
ST077,SKU0262,38,29,No,-9,76.3
ST073,SKU0448,20,24,No,4,100.0
ST027,SKU0190,31,32,No,1,100.0
ST038,SKU0295,53,57,No,4,100.0
ST046,SKU0142,35,36,No,1,100.0
ST014,SKU0499,26,35,No,9,100.0
ST094,SKU0344,43,31,No,-12,72.1
ST057,SKU0080,25,40,No,15,100.0
ST049,SKU0315,40,53,No,13,100.0
ST081,SKU0359,24,17,No,-7,70.8
ST020,SKU0464,28,25,No,-3,89.3
ST031,SKU0446,30,37,No,7,100.0
ST028,SKU0238,40,57,No,17,100.0
ST096,SKU0216,45,63,No,18,100.0
ST080,SKU0387,40,43,No,3,100.0
ST081,SKU0210,33,20,No,-13,60.6
ST004,SKU0232,34,31,No,-3,91.2
ST090,SKU0243,50,50,No,0,100.0
ST080,SKU0007,27,27,No,0,100.0
ST043,SKU0112,32,27,No,-5,84.4
ST026,SKU0415,32,28,No,-4,87.5
ST043,SKU0153,34,32,No,-2,94.1
ST054,SKU0373,38,27,No,-11,71.1
ST057,SKU0361,41,41,No,0,100.0
ST046,SKU0471,24,24,No,0,100.0
ST008,SKU0320,27,28,No,1,100.0
ST097,SKU0259,42,31,No,-11,73.8
ST079,SKU0004,24,33,No,9,100.0
ST044,SKU0262,35,32,No,-3,91.4
ST029,SKU0282,32,24,No,-8,75.0
ST005,SKU0163,22,28,No,6,100.0
ST084,SKU0428,34,48,No,14,100.0
ST033,SKU0357,41,23,No,-18,56.1
ST052,SKU0441,44,34,No,-10,77.3
ST010,SKU0289,38,48,No,10,100.0
ST067,SKU0192,31,23,No,-8,74.2
ST032,SKU0121,35,35,No,0,100.0
ST087,SKU0476,33,29,No,-4,87.9
ST100,SKU0195,29,27,No,-2,93.1
ST032,SKU0469,36,34,No,-2,94.4
ST092,SKU0438,41,39,No,-2,95.1
ST098,SKU0285,36,42,No,6,100.0
ST078,SKU0344,37,32,No,-5,86.5
ST074,SKU0500,35,47,No,12,100.0
ST078,SKU0378,37,34,No,-3,91.9
ST027,SKU0091,37,47,No,10,100.0
ST060,SKU0136,44,45,No,1,100.0
ST034,SKU0458,41,51,No,10,100.0
ST058,SKU0203,40,33,No,-7,82.5
ST047,SKU0359,33,40,No,7,100.0
ST027,SKU0257,40,54,No,14,100.0
ST012,SKU0341,39,22,No,-17,56.4
ST077,SKU0027,37,33,No,-4,89.2
ST030,SKU0319,32,36,No,4,100.0
ST055,SKU0057,35,50,No,15,100.0
ST015,SKU0074,32,44,No,12,100.0
ST089,SKU0104,35,41,No,6,100.0
ST042,SKU0063,38,54,No,16,100.0
ST062,SKU0348,27,24,No,-3,88.9
ST095,SKU0023,33,34,No,1,100.0
ST065,SKU0078,34,35,No,1,100.0
ST028,SKU0051,32,29,No,-3,90.6
ST002,SKU0161,30,32,No,2,100.0
ST060,SKU0168,38,45,No,7,100.0
ST079,SKU0300,42,47,No,5,100.0
ST026,SKU0231,35,31,No,-4,88.6
ST085,SKU0463,35,50,No,15,100.0
ST054,SKU0257,29,28,No,-1,96.6
ST095,SKU0304,37,31,No,-6,83.8
ST010,SKU0182,28,21,No,-7,75.0
ST075,SKU0316,34,25,No,-9,73.5
ST010,SKU0473,31,39,No,8,100.0
ST081,SKU0087,23,30,No,7,100.0
ST011,SKU0125,39,45,No,6,100.0
ST063,SKU0439,25,25,No,0,100.0
ST049,SKU0484,44,43,No,-1,97.7
ST004,SKU0220,38,37,No,-1,97.4
ST005,SKU0187,44,46,No,2,100.0
ST078,SKU0379,34,31,No,-3,91.2
ST051,SKU0157,25,20,No,-5,80.0
ST031,SKU0264,37,54,No,17,100.0
ST034,SKU0357,30,16,No,-14,53.3
ST066,SKU0046,23,9,No,-14,39.1
ST011,SKU0255,35,30,No,-5,85.7
ST054,SKU0225,42,26,No,-16,61.9
ST041,SKU0367,39,50,No,11,100.0
ST026,SKU0434,30,30,No,0,100.0
ST004,SKU0026,41,39,No,-2,95.1
ST077,SKU0414,36,19,No,-17,52.8
ST046,SKU0171,36,40,No,4,100.0
ST053,SKU0423,44,49,No,5,100.0
ST004,SKU0305,34,34,No,0,100.0
ST017,SKU0151,46,44,No,-2,95.7
ST093,SKU0229,36,48,No,12,100.0
ST051,SKU0176,42,37,No,-5,88.1
ST026,SKU0395,47,35,No,-12,74.5
ST069,SKU0097,37,19,No,-18,51.4
