order_id,picker_id,pick_start,pick_end,items_picked,items_missing,pick_duration_minutes
ORD-054462,PICK00502,2026-09-07 22:36:00,2026-09-07 22:43:00.844997424,1,0,7.0
ORD-022226,PICK00284,2026-09-17 07:34:00,2026-09-17 07:43:53.699665074,4,0,9.9
ORD-022691,PICK00200,2026-09-26 09:25:00,2026-09-26 09:34:55.043958864,6,0,9.9
ORD-071888,PICK01132,2026-09-07 22:31:00,2026-09-07 22:48:41.634216840,11,0,17.7
ORD-099244,PICK00075,2026-09-29 14:21:00,2026-09-29 14:31:50.237691834,6,0,10.8
ORD-054094,PICK00834,2026-09-15 03:41:00,2026-09-15 03:56:43.644271128,4,0,15.7
ORD-030185,PICK00322,2026-09-01 10:25:00,2026-09-01 10:34:09.378309204,3,0,9.2
ORD-013312,PICK00034,2026-09-24 04:33:00,2026-09-24 04:37:31.752306960,2,0,4.5
ORD-056306,PICK00367,2026-09-11 11:25:00,2026-09-11 11:32:45.807673746,2,0,7.8
ORD-053205,PICK00531,2026-09-21 13:50:00,2026-09-21 13:59:02.507397390,4,0,9.0
ORD-078480,PICK00962,2026-09-17 16:22:00,2026-09-17 16:28:01.363798338,4,0,6.0
ORD-084630,PICK00357,2026-09-16 01:32:00,2026-09-16 01:45:46.260342858,5,0,13.8
ORD-028133,PICK00251,2026-09-17 18:35:00,2026-09-17 18:50:21.030945486,8,0,15.4
ORD-078932,PICK00378,2026-09-18 03:49:00,2026-09-18 03:52:58.412012544,1,1,4.0
ORD-038019,PICK00405,2026-09-05 02:19:00,2026-09-05 02:27:04.611145686,4,0,8.1
ORD-069277,PICK00433,2026-09-05 13:16:00,2026-09-05 13:28:59.943442518,1,0,13.0
ORD-030749,PICK00686,2026-09-10 23:03:00,2026-09-10 23:09:51.781688394,2,0,6.9
ORD-037696,PICK00076,2026-09-14 17:09:00,2026-09-14 17:19:42.004820502,5,1,10.7
ORD-086414,PICK00878,2026-09-24 08:12:00,2026-09-24 08:21:38.102221518,5,0,9.6
ORD-093807,PICK01163,2026-09-15 12:15:00,2026-09-15 12:24:44.546119962,3,0,9.7
ORD-008955,PICK00141,2026-09-27 02:28:00,2026-09-27 02:39:59.608376004,6,0,12.0
ORD-024406,PICK00792,2026-09-14 20:33:00,2026-09-14 20:42:32.172712074,3,0,9.5
ORD-099148,PICK00802,2026-09-28 16:08:00,2026-09-28 16:17:41.344446114,4,0,9.7
ORD-011635,PICK00903,2026-09-05 03:00:00,2026-09-05 03:20:49.383021306,7,1,20.8
ORD-014022,PICK01056,2026-09-18 14:13:00,2026-09-18 14:28:19.067069454,6,0,15.3
ORD-085716,PICK00825,2026-09-30 01:24:00,2026-09-30 01:37:10.250442150,7,0,13.2
ORD-072678,PICK00789,2026-09-30 00:45:00,2026-09-30 00:52:52.493747178,4,1,7.9
ORD-066981,PICK00163,2026-09-12 23:17:00,2026-09-12 23:24:07.150050114,3,0,7.1
ORD-051862,PICK00135,2026-09-08 03:12:00,2026-09-08 03:19:06.450080178,2,0,7.1
ORD-094330,PICK00762,2026-09-29 03:05:00,2026-09-29 03:21:58.331943912,5,0,17.0
ORD-097115,PICK00149,2026-09-02 09:26:00,2026-09-02 09:36:49.027117620,4,0,10.8
ORD-022713,PICK00106,2026-09-10 01:12:00,2026-09-10 01:20:40.216002300,4,0,8.7
ORD-035524,PICK01154,2026-09-22 23:09:00,2026-09-22 23:17:35.999174376,2,0,8.6
ORD-005978,PICK00390,2026-09-24 07:26:00,2026-09-24 07:54:57.019114500,10,0,29.0
ORD-005773,PICK00587,2026-09-22 12:44:00,2026-09-22 12:59:56.342202852,5,0,15.9
ORD-056732,PICK01121,2026-09-20 04:36:00,2026-09-20 04:44:30.803024514,1,0,8.5
ORD-020372,PICK01127,2026-09-28 22:34:00,2026-09-28 22:45:21.596889672,5,0,11.4
ORD-069562,PICK00410,2026-09-04 17:03:00,2026-09-04 17:24:09.554599422,4,0,21.2
ORD-097191,PICK00529,2026-09-06 14:47:00,2026-09-06 15:01:44.965855206,4,0,14.7
ORD-019129,PICK00923,2026-09-21 08:17:00,2026-09-21 08:27:58.576154424,3,0,11.0
ORD-075014,PICK01196,2026-09-30 02:36:00,2026-09-30 02:41:16.367382192,2,0,5.3
ORD-057167,PICK00201,2026-09-10 06:02:00,2026-09-10 06:08:55.828416972,5,0,6.9
ORD-058669,PICK00653,2026-09-27 04:48:00,2026-09-27 04:55:14.167931250,4,0,7.2
ORD-053281,PICK01186,2026-09-14 09:54:00,2026-09-14 10:06:14.140975368,5,0,12.2
ORD-043686,PICK00931,2026-09-21 02:05:00,2026-09-21 02:12:49.686500208,4,0,7.8
ORD-061093,PICK00419,2026-09-30 07:21:00,2026-09-30 07:35:23.282724036,4,0,14.4
ORD-004905,PICK00822,2026-09-16 16:13:00,2026-09-16 16:23:51.454103610,2,0,10.9
ORD-015539,PICK00271,2026-09-10 08:57:00,2026-09-10 09:10:12.566957082,7,0,13.2
ORD-097365,PICK00689,2026-09-23 13:28:00,2026-09-23 13:41:08.208048486,2,0,13.1
ORD-055966,PICK00574,2026-09-23 18:43:00,2026-09-23 19:00:35.904679266,8,0,17.6
ORD-019412,PICK00954,2026-09-03 20:32:00,2026-09-03 20:39:33.267809124,4,0,7.6
ORD-019655,PICK00790,2026-09-11 11:23:00,2026-09-11 11:28:01.188588426,3,0,5.0
ORD-061363,PICK01118,2026-09-04 20:10:00,2026-09-04 20:20:42.161269752,3,0,10.7
ORD-038754,PICK00032,2026-09-06 16:21:00,2026-09-06 16:38:31.890632760,7,1,17.5
ORD-090333,PICK00243,2026-09-26 12:07:00,2026-09-26 12:16:02.133135611,4,0,9.0
ORD-077785,PICK00950,2026-09-16 03:14:00,2026-09-16 03:29:34.800772062,4,1,15.6
ORD-026280,PICK00366,2026-09-30 23:48:00,2026-10-01 00:05:09.614437746,8,0,17.2
ORD-028703,PICK00051,2026-09-16 13:51:00,2026-09-16 14:02:48.358108938,7,0,11.8
ORD-034534,PICK00829,2026-09-04 09:18:00,2026-09-04 09:36:18.964959930,7,0,18.3
ORD-082997,PICK00524,2026-09-07 17:49:00,2026-09-07 18:00:28.191660126,4,0,11.5
ORD-028261,PICK00480,2026-09-29 13:30:00,2026-09-29 13:39:47.663148660,2,0,9.8
ORD-049953,PICK00890,2026-09-01 17:34:00,2026-09-01 17:42:23.016816012,4,0,8.4
ORD-013866,PICK00695,2026-09-24 20:27:00,2026-09-24 20:42:30.570342054,5,0,15.5
ORD-054600,PICK00293,2026-09-21 23:37:00,2026-09-21 23:50:38.396581602,3,0,13.6
ORD-043948,PICK00740,2026-09-03 15:38:00,2026-09-03 15:48:37.531416546,5,0,10.6
ORD-095868,PICK00560,2026-09-26 11:59:00,2026-09-26 12:04:24.369231822,4,0,5.4
ORD-050038,PICK00747,2026-09-11 12:00:00,2026-09-11 12:16:50.045526384,8,0,16.8
ORD-093251,PICK00873,2026-09-16 00:40:00,2026-09-16 00:47:46.183230480,3,0,7.8
ORD-048281,PICK00095,2026-09-06 05:50:00,2026-09-06 05:59:19.817005566,4,0,9.3
ORD-052488,PICK00465,2026-09-16 18:29:00,2026-09-16 18:45:10.082649234,5,0,16.2
ORD-015968,PICK00535,2026-09-25 17:31:00,2026-09-25 17:47:44.494189242,7,0,16.7
ORD-005273,PICK01175,2026-09-08 04:00:00,2026-09-08 04:15:52.140964896,5,0,15.9
ORD-047011,PICK00325,2026-09-12 09:51:00,2026-09-12 10:05:15.451768698,3,0,14.3
ORD-012402,PICK00855,2026-09-24 04:15:00,2026-09-24 04:26:14.609961354,3,0,11.2
ORD-084689,PICK00338,2026-09-18 13:33:00,2026-09-18 13:44:40.589794614,5,2,11.7
ORD-073391,PICK00560,2026-09-01 12:57:00,2026-09-01 13:24:20.307817764,7,1,27.3
ORD-080412,PICK00173,2026-09-20 08:15:00,2026-09-20 08:33:54.006447486,5,1,18.9
ORD-084949,PICK00661,2026-09-15 04:24:00,2026-09-15 04:34:45.248392524,3,0,10.8
ORD-036335,PICK01042,2026-09-05 17:50:00,2026-09-05 18:03:09.094740510,4,0,13.2
ORD-026735,PICK00553,2026-09-18 16:40:00,2026-09-18 16:52:48.378508770,4,0,12.8
ORD-073703,PICK00885,2026-09-26 09:08:00,2026-09-26 09:15:19.433766096,5,1,7.3
ORD-077813,PICK00490,2026-09-01 05:44:00,2026-09-01 05:53:02.176722096,2,0,9.0
ORD-072730,PICK01035,2026-09-18 00:45:00,2026-09-18 00:55:49.117319802,4,0,10.8
ORD-075598,PICK00210,2026-09-21 14:09:00,2026-09-21 14:25:29.956339614,5,0,16.5
ORD-087100,PICK00603,2026-09-11 15:06:00,2026-09-11 15:18:58.117488624,6,0,13.0
ORD-098103,PICK00393,2026-09-07 14:28:00,2026-09-07 14:46:59.383301028,9,0,19.0
ORD-057750,PICK00284,2026-09-20 04:26:00,2026-09-20 04:31:29.653624872,2,0,5.5
ORD-082994,PICK00644,2026-09-22 19:55:00,2026-09-22 20:03:49.732576908,4,0,8.8
ORD-039349,PICK00700,2026-09-30 03:21:00,2026-09-30 03:32:17.217675912,6,0,11.3
ORD-078871,PICK00413,2026-09-23 14:08:00,2026-09-23 14:23:15.524693778,5,0,15.3
ORD-097856,PICK00062,2026-09-15 12:51:00,2026-09-15 12:59:05.853348360,5,0,8.1
ORD-077603,PICK01021,2026-09-08 20:54:00,2026-09-08 21:06:40.976939190,3,0,12.7
ORD-094101,PICK00692,2026-09-18 23:10:00,2026-09-18 23:15:28.037223378,2,0,5.5
ORD-006182,PICK00095,2026-09-27 22:46:00,2026-09-27 22:56:36.664993602,3,0,10.6
ORD-089794,PICK00957,2026-09-26 02:40:00,2026-09-26 02:55:56.532529866,7,0,15.9
ORD-046822,PICK00446,2026-09-09 18:49:00,2026-09-09 19:03:23.210392950,6,0,14.4
ORD-015304,PICK00329,2026-09-25 03:04:00,2026-09-25 03:14:53.662934622,3,0,10.9
ORD-082799,PICK00453,2026-09-08 05:01:00,2026-09-08 05:12:40.166036382,6,0,11.7
ORD-096206,PICK00747,2026-09-28 20:49:00,2026-09-28 21:05:09.510304854,4,1,16.2
ORD-052941,PICK00268,2026-09-22 09:54:00,2026-09-22 10:01:40.255639986,2,0,7.7
ORD-076075,PICK00999,2026-09-05 13:54:00,2026-09-05 14:11:07.324678296,7,0,17.1
ORD-025147,PICK00592,2026-09-25 04:03:00,2026-09-25 04:15:37.863740850,6,0,12.6
ORD-043237,PICK00034,2026-09-14 09:17:00,2026-09-14 09:27:56.101816248,4,0,10.9
ORD-023597,PICK00924,2026-09-18 12:24:00,2026-09-18 12:32:46.622800356,5,0,8.8
ORD-098555,PICK00651,2026-09-28 04:37:00,2026-09-28 04:43:56.949551580,5,1,6.9
ORD-074281,PICK01130,2026-09-29 05:45:00,2026-09-29 06:01:22.599519804,6,0,16.4
ORD-020904,PICK01003,2026-09-23 19:27:00,2026-09-23 19:39:16.193776572,6,0,12.3
ORD-016456,PICK00517,2026-09-26 02:17:00,2026-09-26 02:25:04.507532580,3,0,8.1
ORD-030972,PICK01162,2026-09-28 15:42:00,2026-09-28 16:02:13.291968972,6,0,20.2
ORD-002477,PICK00663,2026-09-16 16:01:00,2026-09-16 16:16:15.180641999,7,0,15.3
ORD-057951,PICK01188,2026-09-11 02:29:00,2026-09-11 02:48:05.895109890,5,1,19.1
ORD-066238,PICK00285,2026-09-14 19:27:00,2026-09-14 19:29:00.000000000,1,0,2.0
ORD-050965,PICK00075,2026-09-19 03:30:00,2026-09-19 03:39:40.233400734,4,0,9.7
ORD-059169,PICK00550,2026-09-01 18:05:00,2026-09-01 18:16:42.225394962,3,0,11.7
ORD-047331,PICK00576,2026-09-08 06:15:00,2026-09-08 06:28:06.788260962,5,0,13.1
ORD-001086,PICK01146,2026-09-08 01:22:00,2026-09-08 01:35:24.888121896,6,0,13.4
ORD-076357,PICK01052,2026-09-01 14:26:00,2026-09-01 14:43:10.126080552,8,0,17.2
ORD-092829,PICK00379,2026-09-02 02:39:00,2026-09-02 02:58:58.562195628,8,1,20.0
ORD-092196,PICK00045,2026-09-08 10:47:00,2026-09-08 10:57:12.132145614,3,0,10.2
ORD-021239,PICK00468,2026-09-05 15:44:00,2026-09-05 15:49:12.600325032,2,0,5.2
ORD-063745,PICK00062,2026-09-29 08:20:00,2026-09-29 08:35:10.687365564,5,0,15.2
ORD-039679,PICK00932,2026-09-18 03:08:00,2026-09-18 03:24:33.172847346,4,0,16.6
ORD-041090,PICK01027,2026-09-20 23:41:00,2026-09-20 23:58:59.063238162,7,0,18.0
ORD-062748,PICK00212,2026-09-07 09:36:00,2026-09-07 09:48:34.286133527,4,0,12.6
ORD-086472,PICK00591,2026-09-28 09:55:00,2026-09-28 09:57:00.000000000,2,0,2.0
ORD-096272,PICK00757,2026-09-11 00:02:00,2026-09-11 00:16:49.488700182,7,0,14.8
ORD-098858,PICK00218,2026-09-01 08:59:00,2026-09-01 09:15:17.534420028,7,0,16.3
ORD-014791,PICK00716,2026-09-28 02:38:00,2026-09-28 02:51:22.982846478,7,0,13.4
ORD-009534,PICK00065,2026-09-23 11:10:00,2026-09-23 11:23:22.006049292,5,0,13.4
ORD-043509,PICK00413,2026-09-10 02:26:00,2026-09-10 02:40:23.357739522,5,0,14.4
ORD-007858,PICK00241,2026-09-05 16:34:00,2026-09-05 16:51:57.024440940,6,0,18.0
ORD-028828,PICK01103,2026-09-24 11:31:00,2026-09-24 11:47:58.148948274,8,0,17.0
ORD-072552,PICK00217,2026-09-17 03:38:00,2026-09-17 03:48:48.529406214,5,0,10.8
ORD-066870,PICK00955,2026-09-03 02:31:00,2026-09-03 02:45:13.147720764,5,0,14.2
ORD-096069,PICK00786,2026-09-27 15:09:00,2026-09-27 15:21:30.325558590,4,0,12.5
ORD-038540,PICK00443,2026-09-26 16:53:00,2026-09-26 17:09:04.760583756,5,0,16.1
ORD-014228,PICK00115,2026-09-01 16:10:00,2026-09-01 16:23:06.828182850,5,0,13.1
ORD-002523,PICK00933,2026-09-04 19:28:00,2026-09-04 19:35:21.090714126,4,0,7.4
ORD-070346,PICK00521,2026-09-08 05:02:00,2026-09-08 05:15:29.179386432,8,0,13.5
ORD-093399,PICK01004,2026-09-04 11:12:00,2026-09-04 11:24:17.497639392,6,0,12.3
ORD-079279,PICK00014,2026-09-14 16:02:00,2026-09-14 16:12:06.736282266,5,0,10.1
ORD-061387,PICK00561,2026-09-09 02:11:00,2026-09-09 02:25:34.871308176,4,0,14.6
ORD-072850,PICK00614,2026-09-06 03:45:00,2026-09-06 03:51:11.218248192,2,0,6.2
ORD-070027,PICK01091,2026-09-03 08:06:00,2026-09-03 08:28:40.622095920,9,0,22.7
ORD-036075,PICK00505,2026-09-03 22:59:00,2026-09-03 23:09:45.638607876,3,0,10.8
ORD-060574,PICK00509,2026-09-14 00:44:00,2026-09-14 00:54:40.789746516,2,0,10.7
ORD-084100,PICK00981,2026-09-03 22:05:00,2026-09-03 22:13:18.916036866,2,0,8.3
ORD-050790,PICK01143,2026-09-03 04:23:00,2026-09-03 04:47:13.213406682,7,0,24.2
ORD-069246,PICK00611,2026-09-10 22:06:00,2026-09-10 22:17:23.713099902,4,0,11.4
ORD-018153,PICK01130,2026-09-28 03:27:00,2026-09-28 03:44:19.951675638,5,0,17.3
ORD-027449,PICK00630,2026-09-11 12:22:00,2026-09-11 12:29:00.358209564,4,0,7.0
ORD-014256,PICK01105,2026-09-20 16:56:00,2026-09-20 17:06:06.317766426,6,0,10.1
ORD-092711,PICK00926,2026-09-13 16:01:00,2026-09-13 16:07:59.782198314,3,0,7.0
ORD-008212,PICK00287,2026-09-03 02:57:00,2026-09-03 03:11:43.915139676,3,0,14.7
ORD-026935,PICK00989,2026-09-13 00:14:00,2026-09-13 00:34:12.524692842,7,0,20.2
ORD-076366,PICK00090,2026-09-13 05:52:00,2026-09-13 06:07:54.270964272,5,0,15.9
ORD-026444,PICK00667,2026-09-16 08:16:00,2026-09-16 08:28:28.447234962,4,1,12.5
ORD-001605,PICK01083,2026-09-10 23:50:00,2026-09-11 00:06:55.370495436,7,0,16.9
ORD-053005,PICK00774,2026-09-16 13:14:00,2026-09-16 13:28:36.306172362,4,0,14.6
ORD-098427,PICK00483,2026-09-21 06:50:00,2026-09-21 07:11:49.150900074,8,0,21.8
ORD-006095,PICK00229,2026-09-18 08:47:00,2026-09-18 09:02:04.078250340,6,0,15.1
ORD-031199,PICK00636,2026-09-11 12:13:00,2026-09-11 12:24:12.401633940,5,0,11.2
ORD-057518,PICK01130,2026-09-14 20:58:00,2026-09-14 21:06:28.981750560,4,0,8.5
ORD-084368,PICK00795,2026-09-06 04:06:00,2026-09-06 04:26:38.389871370,10,0,20.6
ORD-052833,PICK00486,2026-09-30 11:46:00,2026-09-30 11:57:05.508048690,6,0,11.1
ORD-092101,PICK00337,2026-09-20 18:18:00,2026-09-20 18:27:50.216290788,1,0,9.8
ORD-045542,PICK00428,2026-09-28 23:52:00,2026-09-29 00:04:02.390883324,4,0,12.0
ORD-007402,PICK01196,2026-09-13 17:21:00,2026-09-13 17:32:23.855729934,2,0,11.4
ORD-060320,PICK00577,2026-09-14 23:11:00,2026-09-14 23:21:17.415344268,2,0,10.3
ORD-047865,PICK00761,2026-09-18 13:01:00,2026-09-18 13:14:20.185168740,5,0,13.3
ORD-061541,PICK00082,2026-09-12 19:09:00,2026-09-12 19:23:10.493327178,2,0,14.2
ORD-084756,PICK00167,2026-09-06 18:08:00,2026-09-06 18:19:58.161599304,4,0,12.0
ORD-055233,PICK00953,2026-09-24 07:03:00,2026-09-24 07:13:28.422767784,4,0,10.5
ORD-018364,PICK01159,2026-09-02 10:03:00,2026-09-02 10:13:29.491448292,3,0,10.5
ORD-000640,PICK00613,2026-09-16 06:06:00,2026-09-16 06:22:42.439842774,7,0,16.7
ORD-051889,PICK00592,2026-09-11 08:47:00,2026-09-11 09:01:16.713037518,4,0,14.3
ORD-069118,PICK00112,2026-09-12 21:28:00,2026-09-12 21:44:08.890961262,6,0,16.1
ORD-051892,PICK00066,2026-09-18 23:51:00,2026-09-19 00:00:01.281116394,4,0,9.0
ORD-063763,PICK00058,2026-09-17 13:36:00,2026-09-17 13:43:59.633461986,4,0,8.0
ORD-003184,PICK00898,2026-09-07 22:13:00,2026-09-07 22:29:14.979391524,6,0,16.2
ORD-028034,PICK00491,2026-09-17 13:57:00,2026-09-17 14:04:53.986421976,1,0,7.9
ORD-035478,PICK00978,2026-09-26 11:51:00,2026-09-26 12:06:08.017496946,6,0,15.1
ORD-048311,PICK00512,2026-09-09 09:35:00,2026-09-09 09:43:48.058384920,3,0,8.8
ORD-017245,PICK01181,2026-09-17 16:28:00,2026-09-17 16:38:30.322474944,4,1,10.5
ORD-023325,PICK00026,2026-09-27 12:47:00,2026-09-27 12:56:36.728180100,4,0,9.6
ORD-095775,PICK01166,2026-09-11 13:06:00,2026-09-11 13:18:37.426421100,4,0,12.6
ORD-067332,PICK00790,2026-09-05 04:19:00,2026-09-05 04:33:40.675713360,4,0,14.7
ORD-077299,PICK00595,2026-09-07 07:41:00,2026-09-07 07:55:52.352911050,4,2,14.9
ORD-000574,PICK00709,2026-09-04 18:03:00,2026-09-04 18:13:27.449541342,4,0,10.5
ORD-079458,PICK00073,2026-09-25 16:06:00,2026-09-25 16:12:57.810294582,6,0,7.0
ORD-053772,PICK00543,2026-09-04 21:39:00,2026-09-04 21:58:28.800723936,7,0,19.5
ORD-048581,PICK01012,2026-09-14 03:32:00,2026-09-14 03:46:19.630113564,7,1,14.3
ORD-024999,PICK01048,2026-09-30 23:33:00,2026-09-30 23:44:36.125959716,5,0,11.6
ORD-093133,PICK00723,2026-09-08 13:18:00,2026-09-08 13:34:44.075254884,7,0,16.7
ORD-086461,PICK01016,2026-09-04 17:57:00,2026-09-04 18:08:17.318833554,3,0,11.3
ORD-024157,PICK00060,2026-09-11 20:55:00,2026-09-11 21:09:27.672012360,5,0,14.5
ORD-018151,PICK00497,2026-09-30 09:27:00,2026-09-30 09:43:32.921474597,6,0,16.5
ORD-007831,PICK00916,2026-09-05 01:48:00,2026-09-05 02:09:06.786125046,7,0,21.1
ORD-000966,PICK00644,2026-09-02 02:40:00,2026-09-02 02:54:08.611963392,8,0,14.1
ORD-037162,PICK00386,2026-09-27 22:10:00,2026-09-27 22:20:34.211122572,3,0,10.6
ORD-044496,PICK00361,2026-09-25 05:57:00,2026-09-25 06:11:28.830544362,6,0,14.5
ORD-033812,PICK00834,2026-09-07 00:25:00,2026-09-07 00:39:52.872828474,4,0,14.9
ORD-060476,PICK01000,2026-09-21 07:13:00,2026-09-21 07:30:58.269453798,7,0,18.0
ORD-097834,PICK00835,2026-09-13 23:06:00,2026-09-13 23:19:33.170248691,6,0,13.6
ORD-048170,PICK01148,2026-09-11 07:11:00,2026-09-11 07:22:58.635647934,4,0,12.0
ORD-096011,PICK00696,2026-09-05 19:16:00,2026-09-05 19:37:19.508576814,4,0,21.3
ORD-071248,PICK01140,2026-09-11 22:22:00,2026-09-11 22:41:41.689752516,5,0,19.7
ORD-036511,PICK00032,2026-09-17 05:56:00,2026-09-17 06:05:11.045102268,3,0,9.2
ORD-084186,PICK00026,2026-09-04 19:59:00,2026-09-04 20:10:38.069506956,2,0,11.6
ORD-061414,PICK00165,2026-09-06 03:39:00,2026-09-06 03:52:13.872667140,4,0,13.2
ORD-019417,PICK00355,2026-09-11 12:03:00,2026-09-11 12:24:24.379017438,7,0,21.4
ORD-021678,PICK00315,2026-09-08 19:12:00,2026-09-08 19:23:12.596343684,4,1,11.2
ORD-027361,PICK00071,2026-09-30 00:42:00,2026-09-30 00:55:32.985649530,4,0,13.5
ORD-098603,PICK00965,2026-09-30 17:37:00,2026-09-30 17:50:12.532634184,5,0,13.2
ORD-075872,PICK01020,2026-09-10 07:49:00,2026-09-10 08:01:00.053934960,6,1,12.0
ORD-089840,PICK00897,2026-09-08 23:58:00,2026-09-09 00:09:32.828537898,5,0,11.5
ORD-079636,PICK00398,2026-09-21 01:58:00,2026-09-21 02:08:37.725719532,4,0,10.6
ORD-082408,PICK00921,2026-09-18 16:54:00,2026-09-18 17:02:19.999856136,3,0,8.3
ORD-060512,PICK00782,2026-09-08 20:49:00,2026-09-08 21:03:37.242054750,2,1,14.6
ORD-037886,PICK00296,2026-09-02 16:03:00,2026-09-02 16:08:24.633547764,3,0,5.4
ORD-038066,PICK00130,2026-09-07 02:32:00,2026-09-07 02:41:57.102325344,4,0,10.0
ORD-008535,PICK00906,2026-09-29 03:44:00,2026-09-29 03:52:04.761745518,5,0,8.1
ORD-008415,PICK00898,2026-09-16 11:41:00,2026-09-16 11:53:30.183565134,3,0,12.5
ORD-046994,PICK01191,2026-09-08 15:01:00,2026-09-08 15:15:59.673974676,7,0,15.0
ORD-028436,PICK00558,2026-09-28 12:42:00,2026-09-28 12:50:30.526925382,3,1,8.5
ORD-052823,PICK00072,2026-09-06 07:21:00,2026-09-06 07:30:50.316274908,2,0,9.8
ORD-055034,PICK00408,2026-09-20 15:40:00,2026-09-20 15:52:53.176749996,6,0,12.9
ORD-053161,PICK00629,2026-09-22 18:35:00,2026-09-22 18:53:38.932079040,7,0,18.6
ORD-092952,PICK00764,2026-09-25 20:47:00,2026-09-25 20:58:14.293370808,3,0,11.2
ORD-001793,PICK00101,2026-09-25 03:38:00,2026-09-25 03:53:29.784806664,6,0,15.5
ORD-095186,PICK00783,2026-09-23 17:10:00,2026-09-23 17:23:03.191796084,3,0,13.1
ORD-023832,PICK00091,2026-09-14 01:58:00,2026-09-14 02:07:16.545025560,4,0,9.3
ORD-099991,PICK00870,2026-09-27 01:14:00,2026-09-27 01:25:38.468808576,6,0,11.6
ORD-069489,PICK00710,2026-09-02 02:31:00,2026-09-02 02:33:00.000000000,1,0,2.0
ORD-019651,PICK01128,2026-09-28 20:58:00,2026-09-28 21:16:36.042839616,4,0,18.6
ORD-034566,PICK00388,2026-09-06 09:06:00,2026-09-06 09:23:50.547170022,5,0,17.8
ORD-062594,PICK00796,2026-09-17 08:47:00,2026-09-17 09:04:45.555072678,3,1,17.8
ORD-071034,PICK01179,2026-09-16 15:20:00,2026-09-16 15:33:44.840110734,4,0,13.7
ORD-062761,PICK00222,2026-09-18 04:08:00,2026-09-18 04:21:43.034229696,5,0,13.7
ORD-041064,PICK01121,2026-09-23 11:53:00,2026-09-23 12:12:13.124806536,8,0,19.2
ORD-049352,PICK00807,2026-09-13 19:03:00,2026-09-13 19:12:48.347187564,6,0,9.8
ORD-013129,PICK01069,2026-09-02 03:43:00,2026-09-02 03:53:57.664950414,3,0,11.0
ORD-021708,PICK00228,2026-09-30 01:28:00,2026-09-30 01:38:09.894838398,3,0,10.2
ORD-049538,PICK00586,2026-09-11 12:07:00,2026-09-11 12:15:38.913483816,4,0,8.6
ORD-020183,PICK00109,2026-09-11 19:23:00,2026-09-11 19:32:40.252032420,6,0,9.7
ORD-019954,PICK00878,2026-09-01 08:01:00,2026-09-01 08:12:48.204999810,4,0,11.8
ORD-070004,PICK00024,2026-09-16 08:14:00,2026-09-16 08:25:23.074208022,3,0,11.4
ORD-000698,PICK00893,2026-09-11 19:42:00,2026-09-11 19:49:28.890339156,2,0,7.5
ORD-000667,PICK01078,2026-09-19 01:11:00,2026-09-19 01:27:10.426521636,8,0,16.2
ORD-096796,PICK00458,2026-09-10 11:13:00,2026-09-10 11:27:42.987559992,6,0,14.7
ORD-054370,PICK00227,2026-09-26 03:09:00,2026-09-26 03:16:07.984072164,5,0,7.1
ORD-079675,PICK00921,2026-09-07 01:14:00,2026-09-07 01:25:30.705478452,4,0,11.5
ORD-089618,PICK00119,2026-09-28 02:37:00,2026-09-28 02:48:45.679354476,3,0,11.8
ORD-035470,PICK00494,2026-09-12 09:45:00,2026-09-12 09:52:32.714324640,4,0,7.5
ORD-018633,PICK00376,2026-09-30 20:34:00,2026-09-30 20:45:41.010259044,4,0,11.7
ORD-070275,PICK00416,2026-09-29 08:11:00,2026-09-29 08:18:33.182800595,3,0,7.6
ORD-071076,PICK00020,2026-09-29 07:28:00,2026-09-29 07:41:27.607105326,5,0,13.5
ORD-097525,PICK00805,2026-09-13 08:23:00,2026-09-13 08:43:05.598223968,8,0,20.1
ORD-074254,PICK00331,2026-09-18 19:29:00,2026-09-18 19:40:03.314574174,4,0,11.1
ORD-002054,PICK00112,2026-09-14 22:38:00,2026-09-14 22:54:22.985599782,6,0,16.4
ORD-004484,PICK01044,2026-09-23 16:25:00,2026-09-23 16:39:01.263354672,6,0,14.0
ORD-075110,PICK00315,2026-09-30 12:23:00,2026-09-30 12:38:39.148169574,5,0,15.7
ORD-034137,PICK00110,2026-09-29 11:22:00,2026-09-29 11:34:17.825845728,5,0,12.3
ORD-084906,PICK01016,2026-09-21 02:47:00,2026-09-21 03:06:01.420809276,11,0,19.0
ORD-069932,PICK00485,2026-09-06 00:12:00,2026-09-06 00:15:01.289156802,3,0,3.0
ORD-044074,PICK00181,2026-09-09 11:42:00,2026-09-09 11:52:51.039640068,7,0,10.9
ORD-060086,PICK00892,2026-09-12 09:29:00,2026-09-12 09:40:56.167315668,4,0,11.9
ORD-022590,PICK00124,2026-09-09 10:25:00,2026-09-09 10:45:54.576625206,9,0,20.9
ORD-019326,PICK00632,2026-09-19 21:23:00,2026-09-19 21:39:16.562558297,4,0,16.3
ORD-073739,PICK00224,2026-09-11 07:24:00,2026-09-11 07:38:02.913890490,4,0,14.0
ORD-073888,PICK01024,2026-09-28 07:31:00,2026-09-28 07:45:04.588809258,7,0,14.1
ORD-023031,PICK01055,2026-09-23 18:37:00,2026-09-23 18:51:51.963109878,6,0,14.9
ORD-051281,PICK00403,2026-09-26 06:12:00,2026-09-26 06:23:33.151599642,5,0,11.6
