employee_id,role,store_id,shift,tasks_completed,tasks_pending
EMP01093,Store Associate,ST049,Morning,54,7
EMP00982,Picker,ST086,Evening,50,4
EMP01704,Packer,ST049,Afternoon,44,5
EMP00581,Picker,ST008,Evening,42,4
EMP02397,Store Associate,ST091,Evening,53,3
EMP01821,Packer,ST055,Afternoon,45,13
EMP01927,Picker,ST042,Evening,46,3
EMP01835,Picker,ST071,Morning,46,3
EMP01196,Rider Coordinator,ST073,Night,50,6
EMP02286,Rider Coordinator,ST033,Evening,51,9
EMP02060,Picker,ST031,Evening,45,6
EMP00379,Store Associate,ST022,Morning,51,6
EMP00543,Store Associate,ST029,Afternoon,59,12
EMP01877,Packer,ST039,Evening,37,7
EMP00792,Picker,ST093,Evening,58,7
EMP00808,Picker,ST014,Morning,42,4
EMP01777,Store Associate,ST064,Morning,52,8
EMP00353,Rider Coordinator,ST056,Evening,46,8
EMP00415,Store Associate,ST065,Night,50,5
EMP01916,Store Associate,ST083,Afternoon,51,5
EMP02265,Rider Coordinator,ST043,Afternoon,44,10
EMP00406,Picker,ST022,Night,48,7
EMP01488,Picker,ST024,Night,56,7
EMP00474,Packer,ST027,Evening,44,6
EMP00651,Store Associate,ST016,Evening,53,6
EMP00911,Store Associate,ST094,Evening,59,8
EMP00483,Packer,ST034,Afternoon,50,10
EMP02016,Picker,ST086,Evening,46,8
EMP00064,Picker,ST022,Morning,41,6
EMP01603,Packer,ST032,Afternoon,54,8
EMP02258,Picker,ST079,Evening,53,6
EMP02114,Picker,ST095,Evening,46,7
EMP01131,Picker,ST038,Evening,60,6
EMP01127,Store Associate,ST002,Morning,52,7
EMP02195,Rider Coordinator,ST065,Afternoon,56,2
EMP01023,Rider Coordinator,ST086,Evening,45,7
EMP01261,Picker,ST004,Afternoon,46,4
EMP00300,Picker,ST035,Evening,37,4
EMP01921,Picker,ST013,Evening,40,8
EMP02075,Store Associate,ST070,Evening,49,7
EMP00007,Picker,ST026,Morning,41,6
EMP00126,Picker,ST056,Morning,45,9
EMP00342,Store Associate,ST093,Afternoon,44,5
EMP01059,Store Associate,ST062,Afternoon,52,7
EMP00741,Rider Coordinator,ST039,Evening,61,2
EMP02214,Rider Coordinator,ST007,Morning,52,11
EMP00181,Store Associate,ST037,Afternoon,50,7
EMP01830,Supervisor,ST017,Afternoon,44,5
EMP02361,Store Associate,ST018,Morning,52,10
EMP00389,Picker,ST084,Afternoon,44,2
EMP02083,Store Associate,ST046,Morning,57,2
EMP02028,Picker,ST001,Morning,63,4
EMP00396,Picker,ST064,Morning,46,5
EMP00613,Store Associate,ST069,Afternoon,45,8
EMP01023,Store Associate,ST038,Evening,53,8
EMP00190,Packer,ST015,Morning,64,6
EMP01129,Picker,ST036,Morning,41,5
EMP00321,Picker,ST082,Night,49,8
EMP01864,Picker,ST019,Evening,45,8
EMP00121,Packer,ST079,Evening,53,10
EMP02382,Packer,ST070,Afternoon,41,4
EMP02500,Store Associate,ST023,Evening,49,7
EMP00629,Supervisor,ST097,Evening,34,14
EMP02126,Store Associate,ST053,Afternoon,44,8
EMP00610,Store Associate,ST025,Evening,46,5
EMP01198,Picker,ST016,Evening,54,7
EMP00821,Packer,ST083,Evening,39,5
EMP01499,Store Associate,ST050,Morning,59,7
EMP00568,Picker,ST023,Evening,45,7
EMP01179,Store Associate,ST052,Afternoon,35,12
EMP00221,Packer,ST068,Afternoon,47,4
EMP02385,Rider Coordinator,ST019,Morning,49,4
EMP01525,Picker,ST100,Evening,48,3
EMP02124,Picker,ST034,Morning,43,3
EMP01330,Store Associate,ST058,Night,60,8
EMP01022,Rider Coordinator,ST074,Evening,40,4
EMP02471,Picker,ST078,Afternoon,54,13
EMP00740,Packer,ST095,Morning,59,10
EMP02093,Supervisor,ST057,Afternoon,44,7
EMP01131,Picker,ST070,Evening,43,5
EMP00126,Picker,ST059,Evening,45,5
EMP00141,Picker,ST028,Evening,38,8
EMP01689,Store Associate,ST088,Evening,48,9
EMP02452,Packer,ST028,Night,43,8
EMP00532,Store Associate,ST004,Morning,56,9
EMP00307,Store Associate,ST067,Morning,49,5
EMP01623,Supervisor,ST006,Afternoon,47,6
EMP00788,Store Associate,ST061,Afternoon,41,9
EMP01810,Packer,ST024,Evening,46,8
EMP01823,Packer,ST082,Afternoon,48,7
EMP01394,Packer,ST039,Afternoon,41,8
EMP01833,Store Associate,ST080,Afternoon,41,5
EMP00472,Picker,ST041,Morning,46,8
EMP00239,Rider Coordinator,ST063,Afternoon,41,6
EMP00355,Rider Coordinator,ST040,Night,30,4
EMP00132,Picker,ST026,Evening,49,2
EMP02146,Picker,ST035,Morning,45,6
EMP02140,Supervisor,ST052,Afternoon,61,4
EMP00163,Packer,ST009,Evening,50,8
EMP00463,Packer,ST089,Afternoon,52,8
EMP00764,Supervisor,ST095,Morning,48,4
EMP01940,Packer,ST019,Morning,50,4
EMP02401,Packer,ST041,Evening,43,9
EMP01282,Supervisor,ST090,Afternoon,44,10
EMP01873,Store Associate,ST073,Evening,47,4
EMP01668,Picker,ST063,Evening,43,4
EMP00754,Picker,ST075,Morning,58,3
EMP01931,Store Associate,ST082,Evening,47,4
EMP02275,Supervisor,ST079,Afternoon,48,7
EMP00948,Packer,ST077,Evening,54,2
EMP02153,Picker,ST074,Afternoon,37,5
EMP01388,Picker,ST019,Evening,46,6
EMP01738,Picker,ST080,Morning,48,10
EMP00075,Store Associate,ST059,Morning,47,8
EMP00092,Store Associate,ST019,Morning,50,8
EMP01877,Packer,ST085,Afternoon,53,9
EMP00211,Rider Coordinator,ST017,Morning,62,1
EMP01262,Packer,ST094,Afternoon,47,4
EMP01796,Store Associate,ST012,Evening,46,4
EMP00021,Packer,ST086,Evening,37,7
EMP02485,Supervisor,ST086,Evening,45,8
EMP00162,Rider Coordinator,ST087,Afternoon,48,8
EMP00115,Store Associate,ST098,Evening,54,9
EMP00908,Store Associate,ST088,Afternoon,47,4
EMP00044,Packer,ST030,Afternoon,44,5
EMP00643,Picker,ST011,Afternoon,53,3
EMP02070,Packer,ST008,Evening,51,5
EMP01722,Picker,ST034,Evening,50,9
EMP01763,Rider Coordinator,ST063,Night,47,10
EMP00534,Packer,ST076,Evening,44,6
EMP02485,Picker,ST059,Afternoon,47,6
EMP01120,Packer,ST034,Night,44,8
EMP00896,Packer,ST098,Afternoon,46,5
EMP02312,Picker,ST090,Evening,42,12
EMP00675,Store Associate,ST001,Night,47,6
EMP02288,Picker,ST085,Afternoon,44,4
EMP01048,Supervisor,ST029,Evening,45,6
EMP01876,Store Associate,ST002,Night,43,9
EMP00086,Picker,ST094,Night,52,9
EMP01310,Picker,ST049,Morning,52,8
EMP01728,Store Associate,ST057,Evening,45,9
EMP00558,Picker,ST015,Morning,56,9
EMP02457,Store Associate,ST058,Evening,42,6
EMP02054,Supervisor,ST048,Afternoon,46,4
EMP01475,Store Associate,ST065,Evening,39,9
EMP00159,Picker,ST025,Afternoon,48,4
EMP02480,Rider Coordinator,ST046,Night,46,4
EMP01689,Packer,ST005,Afternoon,53,2
EMP01953,Picker,ST091,Evening,45,8
EMP02257,Store Associate,ST059,Afternoon,50,5
EMP01526,Rider Coordinator,ST058,Afternoon,54,4
EMP01885,Packer,ST066,Night,45,5
EMP01370,Store Associate,ST068,Morning,52,3
EMP02390,Store Associate,ST024,Afternoon,54,7
EMP01375,Store Associate,ST044,Evening,43,6
EMP02410,Supervisor,ST096,Evening,42,7
EMP00601,Rider Coordinator,ST005,Morning,43,3
EMP00082,Packer,ST005,Evening,62,5
EMP00699,Packer,ST083,Evening,46,7
EMP01122,Supervisor,ST074,Afternoon,47,1
EMP00807,Picker,ST056,Night,48,7
EMP00704,Packer,ST057,Morning,49,6
EMP01587,Packer,ST078,Morning,41,7
EMP01076,Store Associate,ST089,Evening,50,9
EMP02152,Packer,ST020,Evening,43,8
EMP01907,Picker,ST067,Morning,53,11
EMP00663,Picker,ST071,Morning,50,5
EMP01695,Store Associate,ST061,Afternoon,51,6
EMP01056,Packer,ST020,Afternoon,44,9
EMP02157,Store Associate,ST056,Afternoon,49,6
EMP01449,Rider Coordinator,ST031,Evening,46,5
EMP01233,Rider Coordinator,ST002,Evening,49,6
EMP01027,Packer,ST026,Evening,57,5
EMP01177,Picker,ST021,Afternoon,38,4
EMP02002,Picker,ST050,Morning,40,8
EMP01079,Packer,ST012,Morning,45,3
EMP02400,Picker,ST072,Evening,52,6
EMP00539,Picker,ST020,Morning,42,3
EMP01162,Supervisor,ST044,Night,42,4
EMP01272,Packer,ST033,Evening,40,2
EMP00933,Picker,ST040,Afternoon,39,4
EMP00105,Packer,ST098,Evening,56,6
EMP00063,Picker,ST064,Afternoon,48,2
EMP00999,Packer,ST040,Night,45,4
EMP02311,Supervisor,ST012,Evening,55,6
EMP00476,Supervisor,ST070,Evening,38,5
EMP00622,Packer,ST062,Afternoon,55,4
EMP00965,Store Associate,ST024,Morning,47,9
EMP01862,Picker,ST084,Morning,45,6
EMP01330,Packer,ST085,Evening,44,9
EMP00314,Picker,ST087,Afternoon,54,6
EMP00351,Picker,ST093,Evening,39,4
EMP01304,Rider Coordinator,ST066,Afternoon,60,4
EMP00471,Picker,ST068,Afternoon,55,5
EMP02010,Picker,ST005,Afternoon,38,11
EMP01771,Packer,ST081,Evening,45,6
EMP01500,Picker,ST083,Evening,44,3
EMP02498,Supervisor,ST094,Evening,44,6
EMP01045,Store Associate,ST009,Evening,46,7
EMP02305,Picker,ST035,Evening,35,3
EMP01765,Picker,ST072,Morning,40,5
EMP01220,Store Associate,ST058,Evening,58,5
EMP02070,Store Associate,ST065,Afternoon,40,2
EMP01903,Picker,ST029,Morning,60,11
EMP01168,Rider Coordinator,ST088,Evening,40,6
EMP00286,Packer,ST034,Night,45,9
EMP00382,Picker,ST010,Morning,42,4
EMP01897,Supervisor,ST005,Morning,41,6
EMP00122,Packer,ST083,Evening,46,5
EMP01399,Picker,ST071,Afternoon,39,5
EMP02138,Packer,ST091,Morning,55,4
EMP01963,Store Associate,ST041,Afternoon,52,6
EMP02247,Picker,ST046,Afternoon,38,7
EMP01519,Supervisor,ST064,Afternoon,52,8
EMP02049,Picker,ST074,Afternoon,48,5
EMP01477,Rider Coordinator,ST088,Afternoon,33,11
EMP01886,Packer,ST057,Evening,44,5
EMP00380,Picker,ST040,Afternoon,40,3
EMP00916,Packer,ST033,Afternoon,36,4
EMP02104,Picker,ST060,Night,43,5
EMP01985,Store Associate,ST035,Night,51,3
EMP00988,Packer,ST044,Afternoon,44,8
EMP01261,Packer,ST012,Evening,42,4
EMP01197,Store Associate,ST016,Evening,49,10
EMP01817,Packer,ST098,Morning,64,4
EMP02438,Store Associate,ST025,Afternoon,46,5
EMP01623,Store Associate,ST001,Afternoon,46,5
EMP00396,Rider Coordinator,ST092,Evening,51,5
EMP00847,Store Associate,ST066,Morning,44,3
EMP01944,Store Associate,ST026,Afternoon,39,5
EMP00729,Store Associate,ST011,Afternoon,47,6
EMP01159,Store Associate,ST077,Morning,41,9
EMP00024,Picker,ST073,Evening,29,5
EMP02330,Store Associate,ST088,Afternoon,58,4
EMP01679,Supervisor,ST053,Morning,62,3
EMP02058,Picker,ST047,Morning,39,9
EMP01155,Packer,ST011,Night,59,4
EMP01164,Picker,ST025,Afternoon,42,5
EMP01440,Store Associate,ST041,Evening,49,7
EMP01967,Packer,ST011,Evening,29,7
EMP02287,Packer,ST014,Afternoon,37,5
EMP01782,Picker,ST074,Morning,48,6
EMP02228,Store Associate,ST035,Morning,65,4
EMP00769,Supervisor,ST075,Evening,56,4
EMP00779,Supervisor,ST045,Night,43,5
EMP00144,Supervisor,ST074,Night,49,3
EMP02328,Store Associate,ST076,Evening,54,3
EMP01641,Packer,ST094,Evening,54,5
EMP00203,Store Associate,ST052,Evening,58,6
EMP00231,Rider Coordinator,ST019,Afternoon,44,12
EMP01861,Picker,ST075,Morning,46,4
EMP01786,Store Associate,ST089,Night,57,7
EMP01359,Rider Coordinator,ST095,Morning,53,5
EMP00088,Supervisor,ST076,Evening,58,10
EMP02110,Store Associate,ST031,Morning,39,6
EMP00245,Packer,ST092,Evening,43,8
EMP00225,Rider Coordinator,ST068,Night,52,7
EMP02054,Packer,ST027,Evening,58,5
EMP00727,Rider Coordinator,ST009,Night,49,10
EMP01976,Supervisor,ST039,Evening,52,9
EMP00834,Packer,ST057,Evening,58,7
EMP00625,Picker,ST097,Afternoon,49,4
EMP00837,Store Associate,ST081,Evening,44,7
EMP00341,Picker,ST034,Night,51,5
EMP00422,Rider Coordinator,ST023,Afternoon,56,4
EMP02178,Store Associate,ST060,Evening,50,8
EMP00729,Store Associate,ST045,Afternoon,50,4
EMP02301,Rider Coordinator,ST029,Evening,48,2
EMP01844,Store Associate,ST030,Evening,43,9
EMP01943,Store Associate,ST095,Morning,54,5
EMP00294,Store Associate,ST030,Afternoon,55,6
EMP02499,Picker,ST081,Morning,46,5
EMP00326,Store Associate,ST082,Evening,55,10
EMP00315,Store Associate,ST091,Night,40,6
EMP00665,Store Associate,ST038,Evening,44,5
EMP01798,Store Associate,ST071,Morning,51,3
EMP02339,Store Associate,ST069,Night,48,8
EMP01370,Picker,ST091,Night,48,5
EMP00578,Packer,ST049,Night,53,9
EMP01154,Rider Coordinator,ST059,Afternoon,65,6
EMP01645,Supervisor,ST050,Afternoon,52,2
EMP00092,Picker,ST081,Evening,62,8
EMP01378,Rider Coordinator,ST058,Evening,53,7
EMP00507,Picker,ST093,Night,42,6
EMP02265,Picker,ST016,Evening,50,8
EMP01863,Rider Coordinator,ST086,Afternoon,45,6
EMP01222,Picker,ST081,Evening,33,5
EMP00182,Packer,ST088,Evening,52,9
EMP02386,Picker,ST026,Night,48,5
EMP00282,Picker,ST005,Afternoon,43,6
EMP02355,Packer,ST068,Evening,52,8
EMP00718,Store Associate,ST012,Evening,52,9
EMP00127,Rider Coordinator,ST091,Evening,44,4
EMP00743,Packer,ST077,Evening,49,6
EMP01954,Store Associate,ST091,Afternoon,42,6
EMP02496,Picker,ST094,Afternoon,49,12
EMP01346,Picker,ST087,Evening,47,5
EMP02033,Picker,ST055,Night,48,6
EMP01531,Picker,ST068,Evening,64,4
EMP02368,Picker,ST037,Morning,63,2
EMP00160,Store Associate,ST074,Morning,42,9
EMP01160,Store Associate,ST018,Night,70,10
EMP02188,Packer,ST050,Morning,50,3
EMP00833,Rider Coordinator,ST077,Evening,54,9
EMP00287,Rider Coordinator,ST037,Evening,45,8
EMP01258,Store Associate,ST090,Morning,48,5
EMP01747,Store Associate,ST076,Afternoon,61,4
EMP00201,Rider Coordinator,ST098,Evening,48,6
EMP00964,Store Associate,ST003,Afternoon,66,3
EMP02141,Store Associate,ST072,Night,56,11
EMP01682,Picker,ST036,Morning,65,9
EMP02076,Picker,ST017,Afternoon,48,4
EMP01287,Picker,ST029,Evening,46,3
EMP00677,Store Associate,ST033,Afternoon,39,6
EMP00390,Packer,ST081,Night,49,4
EMP01069,Picker,ST059,Afternoon,68,4
EMP01910,Picker,ST058,Night,52,4
EMP00057,Store Associate,ST072,Afternoon,52,8
EMP01856,Picker,ST050,Evening,45,8
EMP02224,Store Associate,ST057,Evening,48,4
EMP00929,Picker,ST015,Morning,52,3
EMP01550,Store Associate,ST077,Evening,52,4
EMP02045,Store Associate,ST079,Night,58,5
EMP00963,Store Associate,ST031,Evening,48,5
EMP00637,Packer,ST025,Morning,46,3
EMP02325,Store Associate,ST043,Evening,57,6
EMP01877,Store Associate,ST086,Morning,68,9
EMP00448,Store Associate,ST058,Afternoon,49,6
EMP01590,Rider Coordinator,ST100,Evening,60,5
EMP01664,Packer,ST032,Afternoon,48,4
EMP00735,Picker,ST002,Afternoon,50,7
EMP01579,Packer,ST080,Morning,39,4
EMP00622,Packer,ST073,Morning,52,8
EMP02001,Picker,ST033,Night,56,6
EMP00856,Packer,ST020,Afternoon,48,4
EMP00354,Store Associate,ST074,Evening,42,7
EMP01621,Packer,ST048,Morning,51,10
EMP01182,Packer,ST007,Morning,38,5
EMP01479,Packer,ST019,Afternoon,42,5
EMP02282,Picker,ST072,Morning,43,6
EMP00455,Rider Coordinator,ST039,Evening,40,4
EMP01940,Picker,ST083,Afternoon,51,2
EMP02318,Packer,ST093,Evening,43,11
EMP00993,Rider Coordinator,ST011,Evening,49,3
EMP00922,Packer,ST092,Evening,42,4
EMP01059,Picker,ST036,Evening,49,10
EMP01516,Store Associate,ST067,Evening,44,4
EMP01396,Picker,ST042,Evening,40,1
EMP00589,Picker,ST079,Afternoon,57,9
EMP01269,Packer,ST049,Evening,47,6
EMP00180,Rider Coordinator,ST081,Morning,47,7
EMP02246,Packer,ST092,Evening,49,8
EMP00304,Packer,ST072,Morning,45,8
EMP00497,Rider Coordinator,ST037,Afternoon,37,5
EMP02197,Picker,ST100,Afternoon,48,7
EMP00871,Rider Coordinator,ST088,Afternoon,46,9
EMP01377,Picker,ST046,Afternoon,37,9
EMP00250,Picker,ST037,Morning,36,5
EMP00710,Picker,ST081,Afternoon,34,8
EMP01608,Supervisor,ST038,Evening,44,5
EMP00541,Rider Coordinator,ST012,Afternoon,52,6
EMP00264,Picker,ST024,Evening,46,7
EMP00170,Packer,ST026,Afternoon,46,5
EMP00264,Packer,ST050,Night,34,8
EMP00448,Store Associate,ST033,Morning,46,4
EMP01400,Store Associate,ST010,Evening,48,8
EMP00247,Picker,ST070,Evening,47,3
EMP02210,Packer,ST096,Evening,48,8
EMP02403,Picker,ST089,Evening,56,5
EMP01729,Packer,ST038,Morning,46,5
EMP00461,Packer,ST019,Evening,49,4
EMP01446,Store Associate,ST001,Evening,49,9
EMP02417,Rider Coordinator,ST028,Morning,41,3
EMP00055,Packer,ST083,Afternoon,49,6
EMP00723,Picker,ST008,Morning,48,5
EMP00256,Supervisor,ST072,Morning,53,6
EMP02299,Picker,ST006,Afternoon,49,7
EMP00813,Picker,ST092,Afternoon,48,5
EMP01370,Store Associate,ST072,Evening,49,5
EMP01840,Picker,ST024,Morning,46,4
EMP01545,Packer,ST058,Afternoon,52,4
EMP00804,Store Associate,ST023,Morning,43,4
EMP01455,Store Associate,ST009,Evening,44,10
EMP01090,Picker,ST064,Evening,38,8
EMP02367,Picker,ST055,Afternoon,48,4
EMP00043,Picker,ST075,Morning,63,5
EMP02087,Rider Coordinator,ST066,Evening,51,4
EMP00547,Picker,ST078,Evening,42,8
EMP01949,Packer,ST050,Afternoon,41,6
EMP00282,Packer,ST018,Afternoon,59,3
EMP01071,Supervisor,ST008,Evening,43,6
EMP00152,Picker,ST056,Evening,45,6
EMP02479,Store Associate,ST076,Afternoon,42,4
EMP00136,Rider Coordinator,ST083,Morning,49,8
EMP00791,Packer,ST066,Night,49,7
EMP00364,Rider Coordinator,ST059,Morning,46,11
EMP00441,Picker,ST050,Evening,45,6
EMP02265,Picker,ST085,Night,47,7
EMP01557,Supervisor,ST035,Night,39,9
EMP01157,Picker,ST021,Afternoon,54,7
EMP01062,Rider Coordinator,ST086,Morning,59,3
EMP02312,Store Associate,ST011,Night,45,4
EMP01484,Packer,ST022,Evening,46,5
EMP01866,Store Associate,ST077,Morning,51,7
EMP01137,Supervisor,ST025,Afternoon,46,4
EMP01532,Store Associate,ST088,Morning,48,4
EMP01998,Store Associate,ST085,Afternoon,53,7
EMP02254,Store Associate,ST022,Morning,56,9
EMP00080,Picker,ST026,Evening,44,7
EMP01912,Picker,ST078,Evening,33,3
EMP00076,Picker,ST005,Evening,48,5
EMP02122,Packer,ST065,Evening,49,8
EMP00964,Rider Coordinator,ST054,Evening,53,6
EMP00044,Rider Coordinator,ST032,Night,48,7
EMP01279,Store Associate,ST061,Morning,48,7
EMP02054,Store Associate,ST094,Afternoon,48,6
EMP01366,Packer,ST087,Evening,47,10
EMP00834,Packer,ST020,Afternoon,53,10
EMP01106,Supervisor,ST100,Night,52,4
EMP00484,Picker,ST089,Evening,53,10
EMP01159,Store Associate,ST087,Afternoon,39,8
EMP01082,Picker,ST056,Night,62,8
EMP00805,Store Associate,ST056,Afternoon,44,4
EMP00538,Supervisor,ST082,Afternoon,40,5
EMP00473,Picker,ST060,Morning,41,4
EMP01061,Packer,ST052,Evening,64,4
EMP01631,Packer,ST030,Morning,50,8
EMP01777,Store Associate,ST090,Evening,50,4
EMP00660,Picker,ST064,Evening,68,6
EMP00285,Supervisor,ST006,Afternoon,46,9
EMP01848,Rider Coordinator,ST001,Evening,58,4
EMP01495,Picker,ST064,Evening,36,10
EMP02349,Store Associate,ST063,Evening,55,7
EMP00849,Supervisor,ST032,Morning,46,3
EMP00608,Store Associate,ST066,Afternoon,62,4
EMP02288,Store Associate,ST051,Afternoon,53,5
EMP02027,Picker,ST042,Night,42,10
EMP01080,Picker,ST086,Evening,53,6
EMP00214,Packer,ST007,Evening,43,6
EMP00117,Picker,ST001,Afternoon,50,3
EMP00854,Store Associate,ST024,Afternoon,43,3
EMP01310,Packer,ST060,Evening,54,4
EMP00522,Rider Coordinator,ST075,Morning,41,4
EMP02343,Picker,ST015,Afternoon,38,5
EMP00089,Packer,ST034,Night,55,4
EMP02172,Store Associate,ST002,Night,55,6
EMP01649,Store Associate,ST060,Morning,48,4
EMP02313,Store Associate,ST027,Evening,62,5
EMP00528,Packer,ST022,Morning,40,6
EMP02316,Picker,ST057,Night,48,4
EMP00302,Packer,ST094,Evening,53,7
EMP00738,Rider Coordinator,ST076,Night,47,4
EMP00593,Packer,ST031,Evening,56,5
EMP00734,Store Associate,ST032,Morning,44,5
EMP00570,Picker,ST092,Night,46,5
EMP01514,Store Associate,ST045,Morning,45,6
EMP01904,Picker,ST011,Afternoon,46,7
EMP02409,Picker,ST053,Evening,47,9
EMP00967,Packer,ST070,Evening,45,8
EMP01922,Picker,ST032,Night,54,6
EMP00811,Picker,ST019,Afternoon,43,6
EMP00234,Picker,ST021,Afternoon,48,4
EMP01667,Packer,ST086,Evening,57,5
EMP02068,Packer,ST087,Night,47,8
EMP01536,Rider Coordinator,ST096,Evening,44,4
EMP01973,Supervisor,ST041,Night,57,7
EMP00303,Picker,ST042,Morning,52,8
EMP01074,Picker,ST045,Evening,38,6
EMP00297,Supervisor,ST006,Evening,43,5
EMP00843,Supervisor,ST046,Evening,44,6
EMP00338,Picker,ST033,Night,39,10
EMP02343,Picker,ST014,Evening,55,8
EMP00221,Store Associate,ST069,Afternoon,60,6
EMP02467,Packer,ST069,Morning,39,5
EMP00442,Store Associate,ST008,Evening,55,9
EMP00842,Picker,ST050,Evening,45,4
EMP00181,Picker,ST046,Evening,36,9
EMP01209,Rider Coordinator,ST040,Evening,42,3
EMP02116,Store Associate,ST060,Night,41,3
EMP02389,Packer,ST079,Morning,46,9
EMP00342,Packer,ST013,Evening,59,7
EMP01411,Store Associate,ST043,Evening,49,3
EMP00097,Rider Coordinator,ST084,Evening,46,4
EMP01264,Store Associate,ST004,Afternoon,47,3
EMP02372,Picker,ST051,Morning,50,4
EMP00718,Picker,ST097,Afternoon,60,8
EMP02124,Store Associate,ST073,Afternoon,67,6
EMP02182,Picker,ST097,Morning,56,3
EMP00488,Picker,ST039,Evening,57,3
EMP01297,Packer,ST001,Night,46,9
EMP02035,Picker,ST090,Evening,49,3
EMP00266,Rider Coordinator,ST003,Afternoon,65,2
EMP01368,Supervisor,ST065,Afternoon,50,6
EMP00568,Rider Coordinator,ST085,Evening,56,9
EMP02096,Rider Coordinator,ST068,Afternoon,46,8
EMP00262,Packer,ST067,Night,44,6
EMP00948,Store Associate,ST063,Afternoon,45,5
EMP02457,Picker,ST019,Afternoon,41,6
EMP00890,Packer,ST033,Morning,59,7
EMP00953,Picker,ST040,Evening,58,3
EMP01401,Packer,ST058,Afternoon,50,8
EMP01766,Picker,ST054,Afternoon,48,4
EMP00811,Packer,ST024,Morning,42,9
EMP00001,Picker,ST065,Evening,51,9
EMP00943,Store Associate,ST075,Afternoon,47,5
EMP01036,Picker,ST045,Evening,57,6
EMP01194,Store Associate,ST032,Night,37,5
EMP01524,Store Associate,ST008,Afternoon,46,6
EMP00016,Packer,ST007,Afternoon,53,3
EMP00043,Picker,ST091,Night,50,8
EMP00680,Rider Coordinator,ST067,Night,39,14
EMP02209,Picker,ST098,Afternoon,49,8
EMP01196,Store Associate,ST056,Evening,73,9
EMP01355,Store Associate,ST019,Night,52,10
EMP00865,Picker,ST045,Afternoon,46,9
EMP02171,Store Associate,ST079,Night,47,10
EMP01519,Supervisor,ST009,Evening,45,9
EMP02077,Store Associate,ST028,Night,47,8
EMP00946,Rider Coordinator,ST028,Morning,60,4
EMP02440,Rider Coordinator,ST020,Evening,56,5
EMP02138,Packer,ST002,Evening,45,6
EMP02482,Picker,ST041,Night,49,12
EMP01972,Picker,ST067,Afternoon,48,6
EMP00850,Picker,ST029,Afternoon,62,9
EMP02105,Picker,ST082,Night,41,8
EMP00544,Picker,ST044,Morning,53,7
EMP00549,Picker,ST055,Afternoon,51,6
EMP00461,Picker,ST058,Afternoon,48,4
EMP01919,Picker,ST026,Morning,50,9
EMP00295,Supervisor,ST030,Evening,46,7
EMP00239,Picker,ST078,Evening,54,7
EMP02046,Picker,ST016,Afternoon,43,3
EMP00486,Rider Coordinator,ST048,Evening,48,3
EMP01447,Packer,ST043,Night,56,8
EMP02325,Store Associate,ST061,Evening,49,8
EMP00262,Picker,ST093,Afternoon,52,2
EMP00458,Picker,ST051,Morning,49,8
EMP01948,Packer,ST037,Evening,49,7
EMP00985,Rider Coordinator,ST084,Afternoon,41,6
EMP02439,Packer,ST058,Evening,52,10
EMP02325,Store Associate,ST014,Evening,49,2
EMP00603,Packer,ST018,Evening,31,7
EMP01082,Packer,ST022,Morning,55,8
EMP01049,Picker,ST012,Afternoon,45,6
EMP00541,Picker,ST032,Evening,46,5
EMP00650,Picker,ST005,Afternoon,53,6
EMP00853,Rider Coordinator,ST034,Afternoon,55,8
EMP01510,Packer,ST004,Evening,44,8
EMP02418,Rider Coordinator,ST055,Evening,52,6
EMP01628,Store Associate,ST003,Evening,33,4
EMP02234,Store Associate,ST075,Evening,52,7
EMP00010,Store Associate,ST064,Evening,46,6
EMP00175,Supervisor,ST042,Afternoon,43,7
EMP02176,Packer,ST016,Afternoon,35,5
EMP00785,Packer,ST050,Afternoon,41,5
EMP01133,Store Associate,ST042,Evening,49,7
EMP00049,Store Associate,ST028,Morning,53,5
EMP01540,Rider Coordinator,ST066,Evening,58,4
EMP00278,Store Associate,ST097,Evening,42,5
EMP00501,Packer,ST027,Afternoon,45,7
EMP01919,Picker,ST049,Afternoon,49,1
EMP01496,Rider Coordinator,ST062,Evening,56,3
EMP00602,Packer,ST024,Afternoon,49,6
EMP00614,Picker,ST043,Evening,54,7
EMP01539,Rider Coordinator,ST074,Afternoon,46,8
EMP02024,Packer,ST023,Evening,43,7
EMP00635,Picker,ST047,Evening,59,13
EMP02063,Packer,ST071,Night,40,7
EMP02299,Supervisor,ST075,Morning,42,2
EMP01069,Store Associate,ST022,Morning,39,3
EMP02318,Store Associate,ST098,Afternoon,51,5
EMP00760,Picker,ST014,Evening,49,5
EMP02051,Picker,ST090,Evening,42,4
EMP02144,Store Associate,ST009,Afternoon,52,5
EMP01207,Supervisor,ST074,Afternoon,43,4
EMP02279,Store Associate,ST070,Evening,36,15
EMP02147,Store Associate,ST047,Afternoon,34,3
EMP00189,Supervisor,ST020,Night,43,7
EMP01640,Picker,ST002,Evening,54,8
EMP01951,Picker,ST064,Evening,46,7
EMP00294,Picker,ST054,Morning,42,9
EMP01450,Rider Coordinator,ST051,Morning,46,7
EMP01790,Picker,ST019,Evening,38,5
EMP01700,Store Associate,ST028,Night,52,3
EMP02005,Packer,ST094,Morning,38,4
EMP01922,Store Associate,ST062,Evening,42,4
EMP01549,Picker,ST040,Afternoon,46,3
EMP02435,Picker,ST088,Evening,37,6
